Scattering angle   Mean_CR * sin(angle) (kHz)    g2(t=0)-1    CR CHA (kHz)    CR CHB (kHz)    Temperature (K)    Laser intensity (mW)
30.001587	334.152061	0.922100	646.391517	690.893274	298.544204	8.537067
39.999146	166.400688	0.901691	251.558142	266.411090	298.563596	8.510063
49.999634	132.052463	0.919445	168.735413	176.109788	298.544204	8.516603
59.999756	346.978483	0.480321	389.302874	412.342738	298.544204	8.525872
69.999878	116.493800	0.868676	122.304846	125.658247	298.563596	8.514706
79.999878	91.342586	0.909685	91.924566	93.586331	298.544204	8.527862
89.999878	83.085103	0.910370	82.494384	83.680053	298.544204	8.573374
99.999878	70.709908	0.898122	71.439238	72.163980	298.544204	8.561340
109.999878	66.134916	0.876414	70.175191	70.583909	298.544204	8.530682
119.999878	62.027187	0.869858	71.835853	71.410256	298.563596	8.501238
129.999878	59.265401	0.850277	77.375312	77.355385	298.563596	8.526621
