Scattering angle   Mean_CR * sin(angle) (kHz)    g2(t=0)-1    CR CHA (kHz)    CR CHB (kHz)    Temperature (K)    Laser intensity (mW)
30.000000	142.301727	0.882358	276.206334	293.255861	298.408460	8.608575
39.998901	173.507451	1.093243	258.958958	281.378024	298.408460	8.624906
49.999512	108.572702	0.951237	137.174394	146.442292	298.427852	8.646602
59.999878	84.889499	0.955705	95.365817	100.752311	298.427852	8.646605
69.999878	64.393419	0.886760	67.020617	70.065398	298.437548	8.634699
79.999878	54.126785	0.889168	53.813420	56.134683	298.437548	8.639932
89.999878	52.810378	0.921444	51.312421	54.352064	298.437548	8.651117
99.999878	46.551079	0.882187	45.812950	48.771712	298.456940	8.649271
109.999878	45.012465	0.876677	46.246998	49.614629	298.456940	8.646940
119.999878	42.590486	0.846103	47.522298	50.893864	298.456940	8.657580
129.999878	36.764496	0.692918	46.157534	49.900529	298.456940	8.643326
