Scattering angle   Mean_CR * sin(angle) (kHz)    g2(t=0)-1    CR CHA (kHz)    CR CHB (kHz)    Temperature (K)    Laser intensity (mW)
30.001709	330.078522	0.866650	642.349946	678.387692	298.544204	8.537570
39.999146	212.682048	1.066453	322.417961	339.564974	298.544204	8.529819
49.999512	149.959081	0.874004	192.260894	199.320909	298.544204	8.487588
59.999878	125.709896	1.013942	143.456484	146.878611	298.544204	8.524661
69.999878	106.274697	0.864120	112.308244	113.887787	298.544204	8.478973
79.999878	87.959650	0.917678	89.050979	89.583018	298.544204	8.515822
89.999878	75.233811	0.885777	75.228239	75.239382	298.544204	8.507248
99.999878	70.755331	0.950415	71.831153	71.862488	298.544204	8.502953
109.999878	62.040571	0.887348	66.298480	65.746963	298.563596	8.502536
119.999878	58.238618	0.827430	67.882336	66.619752	298.563596	8.494587
129.999878	79.814860	0.621784	103.728380	104.655109	298.563596	8.522277
