Scattering angle   Mean_CR * sin(angle) (kHz)    g2(t=0)-1    CR CHA (kHz)    CR CHB (kHz)    Temperature (K)    Laser intensity (mW)
30.001587	1265.908758	0.742095	2486.599816	2577.610167	308.666828	2.667560
39.999146	1053.204654	0.822864	1604.084943	1673.703875	308.676524	2.661737
49.999634	807.350945	0.867149	1027.481291	1081.054324	308.676524	2.656039
59.999756	11459.636102	0.018181	13520.988546	12950.128637	308.666828	2.652890
69.999878	472.576286	0.915882	489.359760	516.826337	308.676524	2.650940
79.999878	392.356490	0.921151	387.662285	409.454396	308.676524	2.644327
89.999878	325.802413	0.932355	317.221391	334.615557	308.666828	2.648318
99.999878	269.970082	0.924892	267.129626	281.323478	308.676524	2.653601
109.999878	236.940965	0.915344	245.718224	258.744204	308.676524	2.652226
119.999878	208.620750	0.888976	235.454409	246.459660	308.676524	2.651959
129.999878	195.233516	0.867582	248.961323	260.895976	308.676524	2.651558
