Scattering angle   Mean_CR * sin(angle) (kHz)    g2(t=0)-1    CR CHA (kHz)    CR CHB (kHz)    Temperature (K)    Laser intensity (mW)
30.001587	259.074404	1.476314	507.358400	529.117936	301.472396	8.510681
39.999146	137.237343	1.016482	210.314150	216.748727	301.462700	8.502607
49.999512	118.555187	0.888296	153.381661	156.158619	301.462700	8.516515
59.999756	96.052675	0.928516	110.903508	110.921190	301.462700	8.498987
69.999878	122.913483	0.959559	130.066645	131.541308	301.462700	8.491734
79.999878	65.739484	0.883360	67.529729	65.986483	301.462700	8.467021
89.999878	58.246806	0.858979	59.113477	57.392842	301.462700	8.499648
99.999878	53.393783	0.879326	55.185971	53.265923	301.472396	8.507480
109.999878	46.826518	0.857472	51.146765	48.550449	301.472396	8.518277
119.999878	43.844148	0.836111	52.131269	49.165746	301.491788	8.515744
129.999878	43.148046	0.826939	57.789519	54.898906	301.491788	8.503298
