Scattering angle   Mean_CR * sin(angle) (kHz)    g2(t=0)-1    CR CHA (kHz)    CR CHB (kHz)    Temperature (K)    Laser intensity (mW)
30.001709	197.866561	1.055072	384.348612	407.412746	306.630668	8.562196
39.999146	154.984251	0.950214	235.098186	247.289858	306.630668	8.542764
49.999634	133.940565	0.975429	171.234583	178.537519	306.630668	8.553198
59.999756	192.836759	0.717348	217.384813	228.082162	306.630668	8.557259
69.999878	115.684733	0.876560	121.472929	124.767546	306.630668	8.554255
79.999878	90.620731	0.898503	91.575744	92.463872	306.630668	8.541566
89.999878	86.107848	0.893015	85.674316	86.543573	306.630668	8.533457
99.999878	84.191210	0.889507	84.907996	86.075919	306.630668	8.552407
109.999878	80.659616	0.888048	85.539793	86.133442	306.630668	8.559901
119.999878	81.244737	0.873904	93.721713	93.904828	306.630668	8.562406
129.999878	82.916717	0.843579	107.643540	108.839551	306.630668	8.539381
